name,sale_price,speed,url
Chloé Python Silverado Bag,380,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chloe-silverado-python-bag-3
Louis Vuitton Epi Montaigne Clutch,425,"",https://www.therealreal.com/products/women/handbags/clutches/louis-vuitton-epi-montaigne-clutch-24
Mansur Gavriel Leather Bucket Bag,495,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/mansur-gavriel-leather-bucket-bag-101
Rebecca Minkoff M.A.C. Crossbody Bag,95,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/rebecca-minkoff-m-dot-a-c-crossbody-bag-225
M Missoni Chevron Knit Weekender,80,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/m-missoni-chevron-knit-weekender-1
Rebecca Minkoff Leather Nikki Bag,200,"",https://www.therealreal.com/products/women/handbags/hobos/rebecca-minkoff-leather-nikki-bag-1
Mayle Woven Leather Tote,150,"",https://www.therealreal.com/products/women/handbags/totes/mayle-woven-leather-tote
Prada Tessuto Drawstring Pouch,145,"",https://www.therealreal.com/products/women/handbags/clutches/prada-tessuto-drawstring-pouch-8
Tory Burch Embossed Leather Crossbody Bag,130,"",https://www.therealreal.com/products/women/handbags/clutches/tory-burch-embossed-leather-crossbody-bag-8
Jil Sander Patent Leather Crossbody Bag,150,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/jil-sander-patent-leather-crossbody-bag-1
Fendi Zucchino Lamé Handle Bag,200,"",https://www.therealreal.com/products/women/handbags/handle-bags/fendi-zucchino-lame-handle-bag
M Missoni Chevron Knit Crossbody Bag,180,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/m-missoni-knit-crossbody-bag
Coach Quilted Leather-Trimmed Satchel,200,"",https://www.therealreal.com/products/women/handbags/satchels/coach-quilted-leather-trimmed-satchel
Kate Spade New York Coated Canvas Lattice Clutch,95,"",https://www.therealreal.com/products/women/handbags/clutches/kate-spade-new-york-coated-canvas-lattice-clutch
3.1 Phillip Lim Gorge 31 Second Pouch,90,"",https://www.therealreal.com/products/women/handbags/clutches/3-dot-1-phillip-lim-gorge-31-second-pouch-5
Marc Jacobs Grained Leather Frame Bag,225,"",https://www.therealreal.com/products/women/handbags/handle-bags/marc-jacobs-grained-leather-frame-bag
Smythson Embossed Leather Shoulder Bag,250,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/smythson-embossed-leather-shoulder-bag-2
Kate Spade New York All-Aboard Train Leather Clutch,250,"",https://www.therealreal.com/products/women/handbags/clutches/kate-spade-new-york-all-aboard-train-leather-clutch-1
Tory Burch Large 797 Satchel,230,"",https://www.therealreal.com/products/women/handbags/satchels/tory-burch-large-797-satchel-2
Anya Hindmarch Valorie Glitter Clutch,225,"",https://www.therealreal.com/products/women/handbags/clutches/anya-hindmarch-valorie-glitter-clutch-8
Lanvin Quilted Leather Satchel,295,"",https://www.therealreal.com/products/women/handbags/satchels/lanvin-quilted-leather-satchel-7
Gucci Leather Bardot Bag,245,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/gucci-leather-bardot-bag-13
Yves Saint Laurent Ponyhair Tribute Tote,300,"",https://www.therealreal.com/products/women/handbags/totes/yves-saint-laurent-ponyhair-tribute-tote-5
Prada Vela Crossbody Bag,230,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/prada-vela-crossbody-bag-166
Christian Dior Leather Saddle Bag,280,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/christian-dior-leather-saddle-bag-55
Fendi Crocodile-Trimmed Messenger Bag,430,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/fendi-crocodile-trimmed-messenger-bag
Barry Kieselstein-Cord Women Of The World Tiles Bag,650,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/barry-kieselstein-cord-women-of-the-world-tiles-bag-3
Alice + Olivia Bead Embroidered Clutch,245,"",https://www.therealreal.com/products/women/handbags/clutches/alice-plus-olivia-bead-embroidered-clutch
Céline Shoulder Luggage Tote,1095,"",https://www.therealreal.com/products/women/handbags/totes/celine-shoulder-luggage-tote-32
Burberry Nylon Nova Check Duffle,130,"",https://www.therealreal.com/products/women/handbags/luggage-and-travel/burberry-nylon-nova-check-duffle
Dolce & Gabbana Miss Sicily Satchel,1695,"",https://www.therealreal.com/products/women/handbags/satchels/dolce-and-gabbana-miss-sicily-satchel-23
Bottega Veneta Intrecciato Bowler Bag,595,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/bottega-veneta-intrecciato-bowler-bag
Burberry Embossed Supernova Check Pochette,180,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/burberry-embossed-supernova-check-pochette
Kate Spade New York Embossed Leather Tote,150,"",https://www.therealreal.com/products/women/handbags/totes/kate-spade-new-york-embossed-leather-tote-28
Tod&#39;s Leather Drawstring Hobo,180,"",https://www.therealreal.com/products/women/handbags/hobos/tods-leather-drawstring-hobo-1
Chloé Leather Paddington Bag,180,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chloe-leather-paddington-bag-119
MZ Wallace Metallic Leather-Trimmed Satchel,200,"",https://www.therealreal.com/products/women/handbags/satchels/mz-wallace-metallic-leather-trimmed-satchel
Mansur Gavriel Leather Bucket Bag,500,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/mansur-gavriel-leather-bucket-bag-103
Prada Saffiano Cahier Travel Portfolio w/ Tags,930,"",https://www.therealreal.com/products/women/handbags/clutches/prada-saffiano-cahier-travel-portfolio-w-slash-tags
Chanel Vintage Diana Single Flap Bag,1495,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chanel-vintage-diana-single-flap-bag
Givenchy Spring 2017 Antigona Pouch,580,"",https://www.therealreal.com/products/women/handbags/clutches/givenchy-spring-2017-antigona-pouch
Christian Dior Saddle Waist Bag,175,1,https://www.therealreal.com/products/women/handbags/mini-bags/christian-dior-saddle-waist-bag-3
Gucci Medium Sunset Tote,580,"",https://www.therealreal.com/products/women/handbags/totes/gucci-medium-sunset-tote-4
Givenchy Antigona Tote,895,"",https://www.therealreal.com/products/women/handbags/totes/givenchy-antigona-tote-44
Saint Laurent Leather Bucket Bag w/ Tags,750,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/saint-laurent-leather-bucket-bag-w-slash-tags
Chanel Mini Paris Double Flap Bag,1945,"",https://www.therealreal.com/products/women/handbags/mini-bags/chanel-mini-two-tone-paris-double-flap-bag
Alexander Wang 2015 Leather Sneaker Bag,595,"",https://www.therealreal.com/products/women/handbags/satchels/alexander-wang-leather-sneaker-bag
Class Roberto Cavalli Anaconda Leather Clutch w/ Tags,85,"",https://www.therealreal.com/products/women/handbags/clutches/class-roberto-cavalli-anaconda-leather-clutch-w-slash-tags
Jason Wu 2016 Large Diane Bag,580,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/jason-wu-2016-large-diane-bag
Roland Mouret Classico Origami Bag,300,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/roland-mouret-classico-origami-bag
Tory Burch Perforated Bombe Tote,80,"",https://www.therealreal.com/products/women/handbags/totes/tory-burch-perforated-bombe-tote
Ash Studded Sheena Wristlet,85,"",https://www.therealreal.com/products/women/handbags/clutches/ash-studded-sheena-wristlet
Fendi Pebbled Leather Selleria Shoulder Bag,350,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/fendi-pebbled-leather-selleria-shoulder-bag-3
MZ Wallace Leather-Trimmed Colette Tote,95,"",https://www.therealreal.com/products/women/handbags/totes/mz-wallace-colette-nylon-tote
Burberry Leather Buckle-Embellished Bag,495,"",https://www.therealreal.com/products/women/handbags/satchels/burberry-leather-buckle-embellished-bag
Christian Dior Hardcore Shoulder Bag,300,"",https://www.therealreal.com/products/women/handbags/mini-bags/christian-dior-hardcore-shoulder-bag-2
Kenzo Kalifornia Crossbody Bag,150,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/kenzo-kalifornia-crossbody-bag-6
Lanvin Quilted Leather Happy Bag,495,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/lanvin-quilted-leather-happy-bag-1
Louis Vuitton 2016 World Tour City Steamer MM,3250,"",https://www.therealreal.com/products/women/handbags/satchels/louis-vuitton-2016-world-tour-city-steamer-mm
Valentino Leather Crossbody Bag,525,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/valentino-leather-crossbody-bag-11
Lauren Merkin Embossed Leather Clutch,95,"",https://www.therealreal.com/products/women/handbags/clutches/lauren-merkin-embossed-leather-clutch-13
Diane von Furstenberg Metallic Snakeskin Clutch,95,"",https://www.therealreal.com/products/women/handbags/clutches/diane-von-furstenberg-metallic-snakeskin-clutch
Rebecca Minkoff Metallic Embossed Leather Crossbody Bag,95,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/rebecca-minkoff-metallic-embossed-leather-crossbody-bag
Roger Vivier Small Miss Viv Bag,580,"",https://www.therealreal.com/products/women/handbags/satchels/roger-vivier-small-miss-viv-bag
Miu Miu Smooth Leather Satchel,550,"",https://www.therealreal.com/products/women/handbags/satchels/miu-miu-smooth-leather-satchel-3
Chanel Fur Flap Bag,1095,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chanel-fur-flap-bag-2
Chanel Gabrielle Medium Flap Bag,1295,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chanel-gabrielle-medium-flap-bag-7
Chanel Drill Accordion Flap Bag,900,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chanel-drill-accordion-flap-bag-9
Prada Montone Visone Hobo,645,"",https://www.therealreal.com/products/women/handbags/hobos/prada-montone-visone-hobo-2
Alexander Wang Large Emile Burlap Tote,430,"",https://www.therealreal.com/products/women/handbags/totes/alexander-wang-large-emile-burlap-tote
Miu Miu Leather Flap Pouch,90,"",https://www.therealreal.com/products/women/handbags/clutches/miu-miu-leather-flap-pouch
Louis Vuitton Monogram Alma PM,525,"",https://www.therealreal.com/products/women/handbags/handle-bags/louis-vuitton-monogram-alma-pm-241
Louis Vuitton Multicolore Boulogne Bag,700,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/louis-vuitton-multicolore-boulogne-bag-33
Jimmy Choo Patent Leather Lockett XB Bag,800,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/jimmy-choo-patent-leather-lockett-xb-bag
Fendi Leather Chameleon Satchel,680,"",https://www.therealreal.com/products/women/handbags/satchels/fendi-leather-chameleon-satchel-8
Chanel On The Road Tote,1325,"",https://www.therealreal.com/products/women/handbags/totes/chanel-on-the-road-tote-32
Chanel Coco Cocoon Bowler Bag,1425,"",https://www.therealreal.com/products/women/handbags/handle-bags/chanel-coco-cocoon-bowler-bag-4
Sergio Rossi Metallic Leather Shoulder Bag,95,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/sergio-rossi-metallic-leather-shoulder-bag-2
Chanel Caviar Petit Shopping Tote,1125,"",https://www.therealreal.com/products/women/handbags/totes/chanel-caviar-petit-shopping-tote-9
Louis Vuitton SC Bag PM,2300,"",https://www.therealreal.com/products/women/handbags/satchels/louis-vuitton-sc-bag-pm-11
Alexander McQueen Studded De Manta Tote,630,"",https://www.therealreal.com/products/women/handbags/totes/alexander-mcqueen-studded-de-manta-tote-9
Bottega Veneta Small Intrecciato Messenger Bag,850,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/bottega-veneta-small-intrecciato-messenger-bag-6
Balenciaga Motocross Classic Besace Hobo,500,"",https://www.therealreal.com/products/women/handbags/hobos/balenciaga-motocross-classic-besace-hobo
Valentino Bow Patent Leather Satchel,480,"",https://www.therealreal.com/products/women/handbags/satchels/valentino-bow-patent-leather-satchel-1
Kate Spade New York Brightspot Avenue Bryce Crossbody,95,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/kate-spade-new-york-brightspot-avenue-bryce-crossbody-2
Kate Spade New York Leather-Trimmed Woven Bag,95,"",https://www.therealreal.com/products/women/handbags/handle-bags/kate-spade-new-york-leather-trimmed-woven-bag
Rebecca Minkoff Flirty Studded Leather Crossbody Bag,80,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/rebecca-minkoff-flirty-studded-leather-crossbody-bag-1
Rebecca Minkoff Flirty Studded Leather Crossbody Bag,80,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/rebecca-minkoff-flirty-studded-leather-crossbody-bag
Anya Hindmarch Python Drawstring Tote,500,"",https://www.therealreal.com/products/women/handbags/mini-bags/anya-hindmarch-python-drawstring-tote
Jason Wu 2016 Mini Diane Shoulder Bag,450,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/jason-wu-2016-mini-diane-shoulder-bag
Reed Krakoff Mini RK40 Bag,450,"",https://www.therealreal.com/products/women/handbags/satchels/reed-krakoff-mini-rk40-bag
Roland Mouret Brick Python Crossbody Bag,480,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/roland-mouret-brick-python-crossbody-bag
Céline Stamped Croc Phantom Cabas Tote,1395,"",https://www.therealreal.com/products/women/handbags/totes/celine-stamped-croc-phantom-cabas-tote-3
Gucci Ring Top Handle Bag,430,"",https://www.therealreal.com/products/women/handbags/satchels/gucci-ring-top-handle-bag
Chanel Satin CC Pochette,895,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chanel-satin-cc-pochette-3
Hermès Chaine d&#39;Ancre Bag,3300,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/hermes-chaine-dancre-bag-1
Jimmy Choo Snakeskin Trim Tatum Bag,495,"",https://www.therealreal.com/products/women/handbags/handle-bags/jimmy-choo-snakeskin-trim-tatum-bag-1
Bottega Veneta Intrecciato Frame Bag,695,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/bottega-veneta-intrecciato-frame-bag-16
Marc Jacobs Courtney Hobo Bag,275,"",https://www.therealreal.com/products/women/handbags/hobos/marc-jacobs-courtney-hobo-bag
Louis Vuitton 2015 Sequin Petite Malle,4000,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/louis-vuitton-2015-sequin-petite-malle
Salvatore Ferragamo Crochet Fold-Over Bag,230,"",https://www.therealreal.com/products/women/handbags/satchels/salvatore-ferragamo-crochet-fold-over-bag
Prada Metallic Nappa Frame Pouch,195,"",https://www.therealreal.com/products/women/handbags/clutches/prada-metallic-nappa-frame-pouch
Lanvin Quilted Leather Amalia Bag,345,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/lanvin-quilted-leather-amalia-bag-4
Balenciaga Motocross Giant 12 Velo Bag,1025,"",https://www.therealreal.com/products/women/handbags/satchels/balenciaga-motocross-giant-12-velo-bag-40
Hermès Toile Barenia Hobo,795,"",https://www.therealreal.com/products/women/handbags/hobos/hermes-toile-barenia-hobo
Louis Vuitton Etoile Exotique MM,3000,"",https://www.therealreal.com/products/women/handbags/satchels/louis-vuitton-etoile-exotique-mm-11
Louis Vuitton Monogram Leopard Polly Bag,1195,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/louis-vuitton-monogram-leopard-polly-bag-5
Louis Vuitton Epi Noé,630,"",https://www.therealreal.com/products/women/handbags/bucket-bags/louis-vuitton-epi-noe-141
Louis Vuitton Kusama Waves Neverfull MM,1695,"",https://www.therealreal.com/products/women/handbags/totes/louis-vuitton-kusama-waves-neverfull-mm-28
Louis Vuitton Vernis Bellevue PM,800,"",https://www.therealreal.com/products/women/handbags/handle-bags/louis-vuitton-vernis-bellevue-pm-30
Roland Mouret Colorblock Kite Clutch,280,"",https://www.therealreal.com/products/women/handbags/clutches/roland-mouret-colorblock-kite-clutch
Roland Mouret Colorblock Kite Clutch,280,"",https://www.therealreal.com/products/women/handbags/clutches/roland-mouret-colorblock-kite-clutch-1
Louis Vuitton Vernis Greene Phone Bag,230,"",https://www.therealreal.com/products/women/accessories/technology/louis-vuitton-vernis-greene-phone-bag
Bottega Veneta Intrecciato-Trimmed Grommet Tote,745,"",https://www.therealreal.com/products/women/handbags/totes/bottega-veneta-intrecciato-trimmed-grommet-tote
Chloé Small Marcie Crossbody Bag,500,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/chloe-small-marcie-crossbody-bag-37
Amanda Wakeley Leather Newman Bag,600,"",https://www.therealreal.com/products/women/handbags/satchels/amanda-wakeley-leather-newman-bag
Louis Vuitton Monogram Hudson PM,825,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/louis-vuitton-monogram-hudson-pm-23
Louis Vuitton Monogram Denim Sac Plat,730,"",https://www.therealreal.com/products/women/handbags/totes/louis-vuitton-monogram-denim-sac-plat-4
Dolce & Gabbana Miss Sicily Satchel,995,"",https://www.therealreal.com/products/women/handbags/satchels/dolce-and-gabbana-miss-sicily-satchel-22
Kate Spade New York Cedar Street Perforated Small Harmony Tote,230,"",https://www.therealreal.com/products/women/handbags/totes/kate-spade-new-york-cedar-street-perforated-small-harmony-tote-1
Kate Spade New York Embossed Leather Clutch,65,"",https://www.therealreal.com/products/women/handbags/clutches/kate-spade-new-york-embossed-leather-clutch-17
Kate Spade New York Emerald Avenue Amy Crossbody,80,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/kate-spade-new-york-emerald-avenue-amy-crossbody
Valentino Rockstud Leather Crossbody Bag,895,"",https://www.therealreal.com/products/women/handbags/clutches/valentino-rockstud-leather-crossbody-bag-13
Hermès 2015 Swift Toolbox 20,5000,"",https://www.therealreal.com/products/women/handbags/satchels/hermes-2015-swift-toolbox-20-21
Yves Saint Laurent Leather Mombasa Bag,300,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/yves-saint-laurent-leather-mombasa-bag-49
Tory Burch Half Moon Woven Satchel w/ Tags,500,"",https://www.therealreal.com/products/women/handbags/satchels/tory-burch-half-moon-woven-satchel-w-slash-tags
Olympia Le-Tan Hello Kitty Crossbody Bag w/ Tags,680,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/olympia-le-tan-hello-kitty-crossbody-bag-w-slash-tags
Céline Suede Gourmette Bag,980,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/celine-suede-gourmette-bag-2
Chanel Caviar Chevron Camera Bag,1695,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/chanel-caviar-chevron-camera-bag
Judith Leiber Small Crystal Embellished Minaudiere,475,"",https://www.therealreal.com/products/women/handbags/clutches/judith-leiber-small-crystal-embellished-minaudiere
Judith Leiber Teddy Bear Minaudière,1825,"",https://www.therealreal.com/products/women/handbags/clutches/judith-leiber-930034
Louis Vuitton Monogram Saumur 25,950,"",https://www.therealreal.com/products/women/handbags/crossbody-bags/louis-vuitton-monogram-samur-25-27
Kate Spade New York Splash Out Watermelon Clutch,95,"",https://www.therealreal.com/products/women/handbags/clutches/kate-spade-new-york-splash-out-watermelon-clutch-2
Balenciaga Oil Slick Lune Clutch,250,"",https://www.therealreal.com/products/women/handbags/clutches/balenciaga-oil-slick-lune-clutch-1
Louis Vuitton Epi Speedy 25,625,"",https://www.therealreal.com/products/women/handbags/handle-bags/louis-vuitton-epi-speedy-25-262
Stella McCartney Embossed Shaggy Deer Large Tote,730,"",https://www.therealreal.com/products/women/handbags/totes/stella-mccartney-embossed-shaggy-deer-large-tote
Prada Vitello Daino Hobo,625,"",https://www.therealreal.com/products/women/handbags/hobos/prada-vitello-daino-hobo-235
Prada Leather-Trimmed Tessuto Shoulder Bag,230,"",https://www.therealreal.com/products/women/handbags/shoulder-bags/prada-leather-trimmed-tessuto-shoulder-bag-78
Prada Saffiano Lux Small Double Zip Tote,1095,"",https://www.therealreal.com/products/women/handbags/satchels/prada-saffiano-lux-small-double-zip-tote-29
